id	Class	agey	hispn	white	black	asian	male	educ	trump	incomec	veg_diet	income	ecocatas	humabuse	ecocrisis	nep	famsec	honpar	selfdisc	trad	equal	socjust	peace	halt	resperth	protenv	unnat	balt	excit	curious	varied	open	infl	author	wealth	self	andig	pcruel	comp	animal	biovote	bioprice	biodon	biowts	climvote	climprice	climdon	climwts	anwbvote	anwbprice	anwbdon	anwbwts	SciThinking	BT.fam	sci_rel_-1	sci_rel_2	sci_rel_3	sci_rel_4	sci_rel_5	science	religiosity	politics	edu_cat	age_cat	edu_cat_STEM	race_cat	farm_c	farm_now	farm	ag_famil
476	c	24	0	0	0	1	0	4	0	37.5	1	2	4	4	5	4.333333492	4	2	3	3	4	4	4	4	4	4	2	3.333333254	3	4	4	3.666666746	4	3	4	3.666666746	4	3	4	3.666666746	4	2	2	2.666666746	5	3	3	3.666666746	5	4	4	4.333333492	1	2.4	4	1	1	2	3	1	2.666666667	2	3	1	3	4	0	0	0	0
477	d	52	0	0	1	0	1	2	0	12.5	1	1	4	2	4	3.333333254	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4.666666508	4	3	2	3	5	4	3	4	3	1	3	2.333333254	3	1	3	2.333333254	3	1	3	2.333333254	0.25	3.2	3	5	5	5	5	5	4.666666667	3.157528285	1	2	1	3	0	0	0	0
478	c	79	0	1	0	0	0	4	0	37.5	1	2	3	4	3	3.333333254	5	4	4	4.333333492	5	3	5	4.333333492	3	3	3	3	4	3	4	3.666666746	3	3	2	2.666666746	4	4	3	3.666666746	3	3	3	3	3	3	3	3	3	3	3	3	0.75	1	4	3	5	4	4	4	4	2.333333333	3	4	3	1	1	1	1	0
479	b	56	1	1	0	0	0	6	0	37.5	1	2	1	4	1	2	3	3	1	2.333333254	3	3	5	3.666666746	5	4	5	4.666666508	5	5	5	5	1	1	3	1.666666627	5	5	5	5	3	3	1	2.333333254	3	1	1	1.666666627	3	4	4	3.666666746	1	4.4	4	1	1	1	2	1	1.666666667	3.157528285	3	3	4	2	0	0	0	4
480	e	39	0	1	0	0	0	4	1	125	2	5	4	5	4	4.333333492	4	4	4	4	5	5	5	5	5	5	5	5	4	5	5	4.666666508	4	4	4	4	5	5	5	5	5	4	4	4.333333492	4	4	5	4.333333492	5	4	4	4.333333492	0.5	5	4	2	4	5	4	3	4.666666667	3.666666667	3	1	3	1	0	0	0	4
481	e	57	0	1	0	0	1	4	1	12.5	1	1	5	1	1	2.333333254	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	4.2	1	1	5	1	1	3	1	5.333333333	3	3	3	1	0	1	1	2
482	d	34	0	1	0	0	1	2	0	12.5	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	4	5	5	5	5	4	4	4	4	5	4	5	4.666666508	4	4	5	4.333333492	0	2	5	1	1	2	2	1	2.666666667	2.333333333	1	1	1	1	0	0	0	1
483	d	54	0	0	1	0	0	1	0	12.5	1	1	3	3	3	3	2	3	4	3	3	3	3	3	3	3	3	3	3	3	2	2.666666746	3	2	4	3	5	3	1	3	3	3	2	2.666666746	3	3	2	2.666666746	2	3	3	2.666666746	0.75	3	3	3	3	3	3	3	3	2.157528285	1	3	1	3	0	0	0	2
484	e	46	1	0	0	0	0	6	1	87.5	1	4	2	3	4	3	4	5	4	4.333333492	5	4	5	4.666666508	5	4	3	4	1	4	1	2	4	4	1	3	4	4	4	4	4	4	5	4.333333492	4	5	5	4.666666508	4	4	5	4.333333492	0.25	3.8	3	3	4	4	4	3.5	4	5.333333333	3	2	3	2	0	0	0	0
485	d	38	0	1	0	0	0	5	0	12.5	1	1	5	5	5	5	5	5	5	5	4	5	5	4.666666508	4	5	5	4.666666508	5	5	5	5	4	5	4	4.333333492	5	5	4	4.666666508	3	4	4	3.666666746	4	4	4	4	4	4	4	4	0.25	2	4	2	1	4	4	1.5	4	1.490861619	2	1	2	1	1	1	1	2
486	d	58	0	1	0	0	0	5	1	87.5	1	4	4	3	2	3	5	5	5	5	3	5	5	4.333333492	5	5	5	5	3	3	3	3	3	5	1	3	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	4	4	3	3	4	3	5.333333333	2	3	2	1	0	0	0	2
487	b	40	0	1	0	0	0	2	0	37.5	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	2.333333254	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.25	5	5	1	1	3	3	1	3.666666667	1	1	1	1	1	0	0	0	4
488	b	48	0	1	0	0	0	3	1	37.5	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4.333333492	5	5	5	5	5	5	5	5	3	5	3	3.666666746	4	5	5	4.666666508	4	5	5	4.666666508	0.5	4.8	5	5	3	3	5	4	4.333333333	3.333333333	2	2	2	1	0	1	1	2
489	e	35	0	0	1	0	0	3	0	37.5	1	2	4	4	3	3.666666746	5	5	5	5	4	5	5	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4.666666508	4	5	5	4.666666508	4	5	5	4.666666508	0.5	4	4	4	4	4	4	4	4	1.666666667	2	1	2	3	1	1	1	4
490	c	64	0	0	1	0	0	4	0	87.5	1	4	3	4	4	3.666666746	5	5	4	4.666666508	5	4	5	4.666666508	4	4	3	3.666666746	3	3	3	3	3	2	3	2.666666746	4	5	3	4	4	4	4	4	4	4	4	4	5	4	4	4.333333492	0.75	2.4	4	3	5	2	3	4	2.666666667	1.666666667	3	3	3	3	0	0	0	2
491	d	68	0	1	0	0	1	5	1	87.5	1	4	2	3	2	2.333333254	5	5	3	4.333333492	5	4	5	4.666666508	4	4	3	3.666666746	4	3	3	3.333333254	4	3	4	3.666666746	3	5	3	3.666666746	3	4	2	3	4	3	2	3	3	4	2	3	0.75	1	4	3	2	2	3	2.5	3	4.666666667	2	3	2	1	0	0	0	2
492	d	48	0	1	0	0	1	4	1	60.25	1	3	1	1	1	1	5	1	2	2.666666746	5	1	3	3	1	1	3	1.666666627	4	5	3	4	3	3	5	3.666666746	3	1	3	2.333333254	1	1	1	1	1	1	1	1	1	1	1	1	0.75	3	1	1	1	5	1	1	3	2.333333333	3	2	3	1	0	0	0	0
493	e	66	0	1	0	0	0	6	0	87.5	1	4	5	5	5	5	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	4	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	2.8	5	1	3	1	2	2	2.666666667	1.666666667	3	3	3	5	1	0	1	2
494	b	62	0	1	0	0	0	2	0	37.5	1	2	4	5	5	4.666666508	5	5	3	4.333333492	4	5	4	4.333333492	4	5	4	4.333333492	3	4	4	3.666666746	4	3	3	3.333333254	5	5	5	5	4	4	3	3.666666746	5	4	4	4.333333492	4	4	5	4.333333492	0.5	3.2	3	3	4	2	2	3.5	2.666666667	3.157528285	1	3	1	1	0	0	0	1
495	e	47	0	1	0	0	0	4	1	125	1	5	4	3	3	3.333333254	5	5	3	4.333333492	4	5	4	4.333333492	5	5	5	5	5	4	5	4.666666508	4	3	5	4	5	5	4	4.666666508	4	4	3	3.666666746	4	4	3	3.666666746	4	5	4	4.333333492	0.25	4	5	3	4	2	2	3.5	2.666666667	4	3	2	3	1	0	0	0	1
496	e	34	0	1	0	0	0	5	0	60.25	3	3	5	5	1	3.666666746	5	4	5	4.666666508	5	4	5	4.666666508	5	5	5	5	5	5	5	5	4	5	5	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4.666666508	0.5	5	5	5	5	5	5	5	5	2	2	1	2	1	1	1	1	4
497	a	29	0	0	0	0	1	5	0	37.5	1	2	4	5	4	4.333333492	4	4	4	4	4	4	4	4	4	5	5	4.666666508	4	5	4	4.333333492	4	3	4	3.666666746	5	5	5	5	2	3	4	3	4	3	4	3.666666746	4	4	4	4	1	3.2	4	1	1	1	1	1	1.333333333	3.157528285	2	1	2	5	0	0	0	2
498	c	23	0	1	0	0	0	2	0	37.5	1	2	3	3	3	3	4	4	3	3.666666746	5	4	5	4.666666508	5	4	5	4.666666508	4	5	3	4	4	4	5	4.333333492	5	3	5	4.333333492	4	5	4	4.333333492	5	4	3	4	3	3	3	3	0.5	3.4	3	1	1	5	4	1	4	3	1	1	1	1	1	1	1	2
499	d	36	1	1	0	0	0	5	0	37.5	1	2	3	3	2	2.666666746	3	4	4	3.666666746	4	3	4	3.666666746	4	4	3	3.666666746	4	4	3	3.666666746	3	4	3	3.333333254	4	4	3	3.666666746	4	4	5	4.333333492	4	5	4	4.333333492	5	4	4	4.333333492	0.5	3.2	3	4	3	4	3	3.5	3.333333333	3	2	1	2	2	0	0	0	2
500	d	60	1	1	0	0	0	5	0	87.5	1	4	5	5	5	5	5	4	4	4.333333492	4	4	5	4.333333492	4	4	4	4	4	4	4	4	4	3	3	3.333333254	4	5	4	4.333333492	5	5	4	4.666666508	5	5	4	4.666666508	5	5	5	5	0.25	2.8	3	1	2	4	4	1.5	4	1.666666667	2	3	2	2	0	0	0	1
501	c	41	0	1	0	0	0	4	0	87.5	1	4	4	4	3	3.666666746	5	5	5	5	5	4	5	4.666666508	5	4	3	4	3	3	3	3	3	3	3	3	4	5	3	4	3	3	3	3	3	3	3	3	3	3	3	3	0.75	2.6	3	3	2	3	3	2.5	3	2.824194952	3	2	3	1	0	0	0	1
502	b	54	0	0	1	0	1	2	0	37.5	1	2	4	3	2	3	5	5	2	4	5	4	5	4.666666508	5	5	3	4.333333492	4	3	3	3.333333254	3	2	2	2.333333254	5	5	4	4.666666508	3	3	3	3	3	4	3	3.333333254	3	3	4	3.333333254	0	2.8	4	4	4	4	4	4	4	2.666666667	1	3	1	3	0	0	0	0
503	e	35	0	0	0	1	0	4	1	37.5	3	2	5	5	1	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.5	5	5	5	4	5	5	4.5	5	3.333333333	3	1	3	4	1	0	1	4
504	e	39	1	1	0	0	0	2	1	60.25	1	3	5	5	5	5	5	5	4	4.666666508	5	5	5	5	5	5	5	5	3	5	3	3.666666746	4	2	1	2.333333254	5	5	4	4.666666508	5	3	5	4.333333492	5	4	4	4.333333492	3	4	4	3.666666746	0.5	3	4	1	1	1	1	1	1	2.333333333	1	1	1	2	0	0	0	3
505	e	31	0	0	1	0	0	5	0	87.5	1	4	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4.666666508	5	5	5	5	5	5	5	5	0.25	1	4	5	5	4	3	5	3.666666667	1	2	1	2	3	0	0	0	1
506	d	49	1	1	0	0	1	2	0	60.25	1	3	3	4	4	3.666666746	4	4	3	3.666666746	5	4	5	4.666666508	4	3	4	3.666666746	5	4	3	4	4	4	4	4	3	3	3	3	3	2	4	3	4	4	4	4	3	3	3	3	0.75	1	4	2	2	3	3	2	3.333333333	3.157528285	1	2	1	2	0	0	0	1
507	c	61	0	1	0	0	1	3	0	12.5	1	1	4	4	2	3.333333254	4	5	5	4.666666508	5	5	5	5	4	4	4	4	3	4	4	3.666666746	4	4	3	3.666666746	4	4	4	4	4	2	4	3.333333254	4	2	4	3.333333254	4	2	4	3.333333254	0.75	2	2	5	5	2	2	5	2.666666667	3.824194952	2	3	2	1	1	1	1	1
508	e	52	1	1	0	0	1	4	0	125	1	5	4	3	4	3.666666746	4	4	4	4	3	4	4	3.666666746	4	4	4	4	4	4	4	4	4	4	2	3.333333254	3	3	4	3.333333254	5	5	5	5	5	5	5	5	3	5	4	4	1	3.6	3	1	2	4	4	1.5	4	2	3	2	3	5	1	0	1	3
509	e	41	0	0	0	1	1	4	0	125	1	5	1	3	1	1.666666627	5	5	5	5	3	4	4	3.666666746	4	4	2	3.333333254	3	4	4	3.666666746	4	3	2	3	4	3	3	3.333333254	3	2	4	3	1	1	1	1	2	2	2	2	0.75	4	2	5	5	2	1	5	1.333333333	4.824194952	3	2	4	4	0	0	0	1
510	e	58	0	0	1	0	1	4	0	12.5	1	1	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	4	3	5	4	3	3	4.5	3	1.666666667	3	3	3	3	0	0	0	0
511	d	32	1	1	0	0	0	5	0	37.5	1	2	3	4	3	3.333333254	4	4	4	4	4	4	2	3.333333254	4	4	4	4	4	4	3	3.666666746	4	3	4	3.666666746	4	4	4	4	3	4	3	3.333333254	4	4	4	4	4	4	3	3.666666746	0.25	2.8	3	3	3	2	3	3	2.333333333	2.666666667	2	1	2	2	0	0	0	1
512	d	35	0	1	0	0	0	5	1	37.5	1	2	4	3	3	3.333333254	4	2	4	3.333333254	4	3	3	3.333333254	2	4	3	3	4	3	4	3.666666746	3	3	3	3	2	4	2	2.666666746	4	3	4	3.666666746	3	2	4	3	2	3	4	3	0.5	3.2	4	4	1	3	2	2.5	3	2.333333333	2	1	2	1	0	0	0	1
513	c	20	0	0	0	1	0	5	1	125	1	5	5	5	4	4.666666508	4	4	4	4	1	4	3	2.666666746	3	4	3	3.333333254	4	4	3	3.666666746	3	4	3	3.333333254	3	4	4	3.666666746	3	3	3	3	3	3	3	3	3	3	3	3	0.75	3.8	3	5	5	1	2	5	2	4.333333333	2	1	2	4	0	0	0	0
514	b	59	0	1	0	0	0	5	1	60.25	1	3	4	5	3	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4.666666508	5	5	5	5	3	5	5	4.333333492	5	4	4	4.333333492	5	5	4	4.666666508	0.25	2.4	5	3	5	2	2	4	2	4	2	3	2	1	1	0	1	2
515	c	46	0	0	1	0	1	4	0	37.5	1	2	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	0.5	2	5	5	5	5	5	5	5	1	3	2	3	3	0	0	0	2
516	b	23	1	1	0	0	0	4	0	87.5	3	4	1	4	4	3	5	5	5	5	5	5	5	5	5	5	3	4.333333492	5	5	5	5	1	1	5	2.333333254	5	5	3	4.333333492	4	3	3	3.333333254	5	4	4	4.333333492	5	5	5	5	0.25	3.2	4	1	4	2	4	2.5	3.333333333	2.333333333	3	1	3	2	0	0	0	3
517	c	63	0	1	0	0	0	3	1	37.5	1	2	4	5	4	4.333333492	5	5	4	4.666666508	4	4	5	4.333333492	5	5	5	5	5	4	4	4.333333492	4	5	4	4.333333492	5	5	5	5	4	4	4	4	4	4	5	4.333333492	5	5	5	5	0.5	2.8	2	3	5	4	2	4	3.333333333	2.666666667	2	3	2	1	0	0	0	0
518	d	67	0	0	1	0	0	5	0	60.25	1	3	4	4	4	4	4	5	4	4.333333492	5	4	5	4.666666508	4	4	4	4	4	4	4	4	3	3	4	3.333333254	4	5	4	4.333333492	4	3	4	3.666666746	4	3	4	3.666666746	4	3	4	3.666666746	0.75	3	4	3	4	3	4	3.5	3.333333333	2.666666667	2	3	2	3	0	0	0	2
519	b	50	0	1	0	0	0	2	0	37.5	1	2	5	4	3	4	5	5	3	4.333333492	5	5	3	4.333333492	5	5	5	5	5	3	5	4.333333492	5	5	1	3.666666746	5	5	5	5	3	4	4	3.666666746	3	3	4	3.333333254	3	3	3	3	0.5	1.8	4	5	5	3	3	5	3	2.333333333	1	2	1	1	0	0	0	2
520	d	66	0	1	0	0	0	4	1	60.25	1	3	2	3	2	2.333333254	5	5	5	5	5	3	5	4.333333492	4	4	3	3.666666746	4	5	3	4	4	2	4	3.333333254	4	4	5	4.333333492	3	3	3	3	3	3	3	3	3	3	3	3	0.5	2.2	3	1	4	3	4	2.5	3.333333333	4	3	3	3	1	0	0	0	1
521	e	32	1	1	0	0	0	4	1	125	1	5	4	5	1	3.333333254	5	5	4	4.666666508	4	5	4	4.333333492	5	5	5	5	4	4	4	4	4	5	5	4.666666508	4	5	4	4.333333492	5	4	4	4.333333492	4	5	5	4.666666508	5	4	5	4.666666508	0.5	5	5	5	4	5	4	4.5	4.666666667	1.333333333	3	1	3	2	0	0	0	4
